show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s613,TV Show,The Queens Gambit,Denis Villeneuve,"Angelina Jolie, Emma Stone, Tom Hanks, Leonardo DiCaprio, Ryan Gosling",Brazil,"April 27, 2021",2018,PG-13,2 Seasons,"Anime Series, Documentaries, Action & Adventure",An award-winning production that redefines storytelling in modern cinema.
s614,TV Show,Stranger Things: Season 6,Quentin Tarantino,"Emma Stone, Morgan Freeman, Brad Pitt, Angelina Jolie, Meryl Streep",United States,"March 7, 2017",2017,NC-17,6 Seasons,"Dramas, Horror Movies",An award-winning production that redefines storytelling in modern cinema.
s615,Movie,The Matrix,Ava DuVernay,"Cate Blanchett, Brad Pitt, Emma Stone, Meryl Streep",Australia,"August 22, 2018",2011,TV-MA,113 min,"Reality TV, Children & Family Movies",An award-winning production that redefines storytelling in modern cinema.
s616,Movie,Forrest Gump,Alfonso Cuaron,"Angelina Jolie, Scarlett Johansson, Morgan Freeman, Tom Hanks, Meryl Streep",India,"June 3, 2021",2020,PG,162 min,"Drama TV Shows, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s617,Movie,Thunder Force: Part 2,Denis Villeneuve,"Scarlett Johansson, Meryl Streep",India,"March 4, 2017",2015,TV-MA,101 min,Documentaries,A visually stunning piece that captivates with its unique perspective.
s618,TV Show,Narcos,Martin Scorsese,"Angelina Jolie, Denzel Washington, Ryan Gosling",Spain,"July 19, 2021",2019,PG-13,4 Seasons,"Thrillers, Comedies, Crime TV Shows",A visually stunning piece that captivates with its unique perspective.
s619,Movie,Fight Club,David Fincher,"Denzel Washington, Leonardo DiCaprio, Angelina Jolie, Scarlett Johansson",India,"December 20, 2021",2021,PG,133 min,Horror Movies,A visually stunning piece that captivates with its unique perspective.
s620,Movie,Parasite,,"Viola Davis, Cate Blanchett, Tom Hanks, Denzel Washington",United States,"November 16, 2021",2018,TV-MA,155 min,"Thrillers, International Movies, Stand-Up Comedy",An award-winning production that redefines storytelling in modern cinema.
s621,Movie,The Dark Knight,Quentin Tarantino,"Denzel Washington, Angelina Jolie",Canada,"September 3, 2019",2005,R,99 min,Kids TV,An emotional journey that resonates with viewers around the world.
s622,Movie,Forrest Gump,Christopher Nolan,"Angelina Jolie, Morgan Freeman, Denzel Washington",Australia,"September 28, 2018",2015,G,172 min,Action & Adventure,An emotional journey that resonates with viewers around the world.
s623,Movie,Silence of Lambs,,"Brad Pitt, Ryan Gosling, Emma Stone",South Korea,"July 8, 2019",2015,TV-PG,117 min,"Romantic Movies, Anime Series",A thought-provoking narrative exploring themes of identity and redemption.
s624,Movie,Fight Club,Bong Joon-ho,"Denzel Washington, Angelina Jolie, Tom Hanks",Spain,"March 23, 2015",2014,PG,174 min,"Thrillers, Kids TV, Romantic Movies",A visually stunning piece that captivates with its unique perspective.
s625,Movie,Thunder Force,Martin Scorsese,"Leonardo DiCaprio, Brad Pitt, Tom Hanks",Mexico,"August 18, 2020",2010,TV-14,171 min,"Drama TV Shows, Comedies, Romantic Movies",A thought-provoking narrative exploring themes of identity and redemption.
s626,Movie,Pulp Fiction,Martin Scorsese,"Ryan Gosling, Scarlett Johansson",Spain,"May 15, 2019",2016,TV-14,173 min,Documentaries,A gripping tale that explores complex characters through unexpected twists.
s627,TV Show,The Crown,Martin Scorsese,"Angelina Jolie, Meryl Streep, Cate Blanchett, Morgan Freeman",Nigeria,"November 26, 2019",2017,PG-13,2 Seasons,"International Movies, Stand-Up Comedy, Dramas",An award-winning production that redefines storytelling in modern cinema.
s628,Movie,Fight Club,,"Leonardo DiCaprio, Viola Davis",Mexico,"June 17, 2021",2019,R,150 min,"International Movies, Documentaries, Action & Adventure",A thought-provoking narrative exploring themes of identity and redemption.
s629,Movie,Black Panther: Part 2,Spike Lee,"Leonardo DiCaprio, Scarlett Johansson, Brad Pitt",India,"October 18, 2021",2018,TV-Y7,172 min,"Romantic Movies, Thrillers, Kids TV",An award-winning production that redefines storytelling in modern cinema.
s630,TV Show,Never Have I Ever,Spike Lee,"Emma Stone, Ryan Gosling, Leonardo DiCaprio, Denzel Washington",Germany,"October 7, 2018",2013,R,6 Seasons,Documentaries,An emotional journey that resonates with viewers around the world.
s631,TV Show,You: Season 5,Quentin Tarantino,"Morgan Freeman, Viola Davis, Tom Hanks, Cate Blanchett, Ryan Gosling",Germany,"November 14, 2016",2013,R,5 Seasons,"Anime Series, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s632,Movie,The Matrix,David Fincher,"Tom Hanks, Angelina Jolie, Emma Stone, Morgan Freeman, Ryan Gosling",United States,"May 2, 2015",2015,PG,174 min,"International Movies, Children & Family Movies",A visually stunning piece that captivates with its unique perspective.
s633,Movie,Avengers Endgame,Steven Spielberg,"Morgan Freeman, Angelina Jolie, Meryl Streep, Viola Davis",United States,"September 28, 2017",2015,TV-Y7,81 min,Documentaries,A visually stunning piece that captivates with its unique perspective.
s634,TV Show,Outer Banks: Season 2,David Fincher,"Denzel Washington, Emma Stone",India,"October 8, 2021",2002,PG,2 Seasons,"Anime Series, Horror Movies",A thought-provoking narrative exploring themes of identity and redemption.
s635,Movie,Thunder Force,Denis Villeneuve,"Viola Davis, Cate Blanchett, Brad Pitt, Leonardo DiCaprio",United States,"October 13, 2020",2017,TV-14,104 min,Horror Movies,A visually stunning piece that captivates with its unique perspective.
s636,Movie,Oxygen,Quentin Tarantino,"Brad Pitt, Morgan Freeman, Denzel Washington, Emma Stone, Tom Hanks",United States,"February 14, 2016",2004,PG-13,125 min,"Romantic Movies, Dramas",An emotional journey that resonates with viewers around the world.
s637,TV Show,Ozark,Quentin Tarantino,"Morgan Freeman, Leonardo DiCaprio",United States,"April 22, 2021",2021,PG,1 Season,"Comedies, Dramas",A visually stunning piece that captivates with its unique perspective.
s638,Movie,The Matrix,Steven Spielberg,"Brad Pitt, Scarlett Johansson, Denzel Washington",India,"March 18, 2017",2017,TV-14,175 min,"Kids TV, International Movies",A visually stunning piece that captivates with its unique perspective.
s639,TV Show,The Witcher: Season 1,,"Ryan Gosling, Scarlett Johansson, Meryl Streep, Angelina Jolie, Morgan Freeman",France,"March 24, 2019",2000,TV-MA,1 Season,Action & Adventure,A visually stunning piece that captivates with its unique perspective.
s640,TV Show,Sweet Tooth,Ava DuVernay,"Morgan Freeman, Cate Blanchett, Meryl Streep, Brad Pitt",United Kingdom,"April 26, 2017",2000,TV-14,3 Seasons,"Kids TV, Romantic Movies, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s641,TV Show,Ozark: Season 2,Bong Joon-ho,"Brad Pitt, Viola Davis, Denzel Washington, Cate Blanchett, Tom Hanks",United States,"July 5, 2018",2011,TV-14,2 Seasons,"Documentaries, Reality TV, Dramas",A gripping tale that explores complex characters through unexpected twists.
s642,TV Show,The Umbrella Academy: Season 3,Alfonso Cuaron,"Leonardo DiCaprio, Tom Hanks, Scarlett Johansson, Denzel Washington, Emma Stone",Mexico,"February 7, 2021",2016,PG-13,3 Seasons,"Anime Series, Action & Adventure, Thrillers",An emotional journey that resonates with viewers around the world.
s643,Movie,Fight Club,Guillermo del Toro,"Scarlett Johansson, Ryan Gosling",Canada,"January 28, 2021",2014,TV-MA,151 min,"Children & Family Movies, Comedies",An award-winning production that redefines storytelling in modern cinema.
s644,Movie,Goodfellas: Part 2,Ava DuVernay,"Viola Davis, Brad Pitt, Ryan Gosling, Cate Blanchett",Canada,"November 18, 2016",2015,TV-MA,130 min,"Documentaries, Anime Series, Stand-Up Comedy",An award-winning production that redefines storytelling in modern cinema.
s645,Movie,Black Panther,David Fincher,"Cate Blanchett, Angelina Jolie, Morgan Freeman",United States,"October 5, 2017",2014,TV-MA,87 min,Anime Series,An award-winning production that redefines storytelling in modern cinema.
s646,TV Show,Sweet Tooth,Steven Spielberg,"Viola Davis, Denzel Washington",India,"February 7, 2020",2016,R,6 Seasons,Thrillers,A thought-provoking narrative exploring themes of identity and redemption.
s647,Movie,Project Power,Christopher Nolan,"Emma Stone, Morgan Freeman, Scarlett Johansson, Denzel Washington, Viola Davis",France,"December 26, 2021",2020,TV-PG,77 min,Dramas,A gripping tale that explores complex characters through unexpected twists.
s648,Movie,Gladiator: Part 3,Martin Scorsese,"Morgan Freeman, Tom Hanks, Cate Blanchett, Scarlett Johansson",United States,"March 19, 2019",2019,PG-13,94 min,"International Movies, Crime TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s649,TV Show,Orange Is the New Black,,"Morgan Freeman, Angelina Jolie",India,"August 7, 2017",2015,TV-PG,1 Season,Romantic Movies,A gripping tale that explores complex characters through unexpected twists.
s650,TV Show,Dark,Bong Joon-ho,"Tom Hanks, Leonardo DiCaprio, Viola Davis, Scarlett Johansson, Ryan Gosling",Turkey,"December 4, 2017",2009,R,4 Seasons,"Thrillers, Reality TV, Documentaries",An emotional journey that resonates with viewers around the world.
s651,TV Show,Outer Banks,Martin Scorsese,"Meryl Streep, Ryan Gosling",United States,"February 20, 2019",2018,PG-13,2 Seasons,"Stand-Up Comedy, Children & Family Movies, Action & Adventure",A thought-provoking narrative exploring themes of identity and redemption.
s652,TV Show,Dark: Season 2,David Fincher,"Meryl Streep, Ryan Gosling",Japan,"January 1, 2017",2006,TV-Y,2 Seasons,Anime Series,A visually stunning piece that captivates with its unique perspective.
s653,TV Show,Stranger Things,Spike Lee,"Tom Hanks, Meryl Streep, Emma Stone, Scarlett Johansson, Viola Davis",United States,"February 14, 2016",2006,R,4 Seasons,"Documentaries, Crime TV Shows",A visually stunning piece that captivates with its unique perspective.
s654,TV Show,Squid Game: Season 5,Denis Villeneuve,"Viola Davis, Cate Blanchett, Scarlett Johansson, Meryl Streep, Angelina Jolie",United States,"July 3, 2019",2019,TV-Y7,5 Seasons,Reality TV,An emotional journey that resonates with viewers around the world.
s655,Movie,The Matrix,Guillermo del Toro,"Scarlett Johansson, Angelina Jolie, Emma Stone",Australia,"July 20, 2018",2017,TV-MA,99 min,Dramas,A visually stunning piece that captivates with its unique perspective.
s656,TV Show,Ozark,Ava DuVernay,"Cate Blanchett, Viola Davis, Tom Hanks, Brad Pitt, Denzel Washington",United States,"June 18, 2015",2011,PG-13,3 Seasons,Crime TV Shows,A visually stunning piece that captivates with its unique perspective.
s657,Movie,Malcolm and Marie,Denis Villeneuve,"Angelina Jolie, Meryl Streep, Morgan Freeman",France,"March 26, 2015",2015,TV-MA,144 min,"Horror Movies, Action & Adventure, Drama TV Shows",An award-winning production that redefines storytelling in modern cinema.
s658,Movie,Bird Box,Bong Joon-ho,"Leonardo DiCaprio, Tom Hanks, Ryan Gosling",Canada,"May 1, 2019",2009,TV-MA,146 min,"Horror Movies, Reality TV",A visually stunning piece that captivates with its unique perspective.
s659,Movie,Avengers Endgame,Guillermo del Toro,"Meryl Streep, Scarlett Johansson",Canada,"July 28, 2020",2015,TV-MA,164 min,"Romantic Movies, Kids TV",A visually stunning piece that captivates with its unique perspective.
s660,Movie,Shawshank Redemption: Part 3,Steven Spielberg,"Viola Davis, Scarlett Johansson",United Kingdom,"August 19, 2021",2016,PG,84 min,"Horror Movies, Children & Family Movies",A visually stunning piece that captivates with its unique perspective.
s661,TV Show,House of Cards,Christopher Nolan,"Scarlett Johansson, Tom Hanks, Brad Pitt",Germany,"July 6, 2019",2012,TV-Y,3 Seasons,"Dramas, Drama TV Shows",A gripping tale that explores complex characters through unexpected twists.
s662,TV Show,Money Heist: Season 3,Martin Scorsese,"Leonardo DiCaprio, Morgan Freeman, Viola Davis, Cate Blanchett",United States,"January 1, 2018",2008,PG-13,3 Seasons,"Thrillers, International Movies",A gripping tale that explores complex characters through unexpected twists.
s663,Movie,Shawshank Redemption,,"Ryan Gosling, Viola Davis, Leonardo DiCaprio, Denzel Washington, Tom Hanks",Germany,"February 22, 2016",2001,TV-MA,103 min,"Romantic Movies, Horror Movies, Action & Adventure",An emotional journey that resonates with viewers around the world.
s664,TV Show,Bridgerton: Season 2,Steven Spielberg,"Brad Pitt, Emma Stone, Denzel Washington, Morgan Freeman",India,"September 2, 2015",2004,R,2 Seasons,"Dramas, Kids TV",An award-winning production that redefines storytelling in modern cinema.
s665,TV Show,The Crown,Ava DuVernay,"Morgan Freeman, Angelina Jolie, Tom Hanks",Brazil,"October 19, 2020",2017,TV-MA,6 Seasons,Action & Adventure,A gripping tale that explores complex characters through unexpected twists.
s666,Movie,Project Power,David Fincher,"Brad Pitt, Viola Davis, Meryl Streep, Morgan Freeman, Angelina Jolie",Germany,"January 23, 2016",2013,NC-17,93 min,"Romantic Movies, Stand-Up Comedy, Thrillers",A gripping tale that explores complex characters through unexpected twists.
s667,TV Show,Squid Game: Season 5,David Fincher,"Emma Stone, Leonardo DiCaprio, Tom Hanks, Angelina Jolie, Denzel Washington",Canada,"April 25, 2015",2005,TV-MA,5 Seasons,Children & Family Movies,A thought-provoking narrative exploring themes of identity and redemption.
s668,Movie,The Old Guard,Denis Villeneuve,"Morgan Freeman, Emma Stone, Cate Blanchett, Angelina Jolie, Brad Pitt",Canada,"September 8, 2016",2010,PG-13,83 min,"Comedies, International Movies",An emotional journey that resonates with viewers around the world.
s669,TV Show,Never Have I Ever: Season 1,Steven Spielberg,"Cate Blanchett, Scarlett Johansson, Brad Pitt, Leonardo DiCaprio",Mexico,"October 13, 2019",2013,TV-PG,1 Season,"Reality TV, Kids TV",An award-winning production that redefines storytelling in modern cinema.
s670,Movie,Silence of Lambs,Guillermo del Toro,"Tom Hanks, Leonardo DiCaprio, Meryl Streep, Emma Stone",United States,"August 9, 2018",2017,PG,134 min,Stand-Up Comedy,A visually stunning piece that captivates with its unique perspective.
s671,Movie,Forrest Gump,Steven Spielberg,"Cate Blanchett, Brad Pitt, Denzel Washington, Angelina Jolie",United States,"October 5, 2017",2014,R,82 min,Kids TV,An award-winning production that redefines storytelling in modern cinema.
s672,TV Show,You,Denis Villeneuve,"Leonardo DiCaprio, Emma Stone, Viola Davis, Cate Blanchett",United States,"August 3, 2015",2014,TV-PG,6 Seasons,"Action & Adventure, Comedies, Stand-Up Comedy",A gripping tale that explores complex characters through unexpected twists.
s673,Movie,Chicago 7,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Cate Blanchett, Angelina Jolie",France,"March 16, 2020",2006,R,133 min,"Action & Adventure, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s674,Movie,Goodfellas,Quentin Tarantino,"Meryl Streep, Tom Hanks, Morgan Freeman",Australia,"August 8, 2020",2005,R,124 min,"Crime TV Shows, Reality TV",An emotional journey that resonates with viewers around the world.
s675,Movie,Gladiator,Denis Villeneuve,"Angelina Jolie, Morgan Freeman, Denzel Washington, Emma Stone, Tom Hanks",Italy,"January 7, 2020",2017,PG-13,152 min,Romantic Movies,An emotional journey that resonates with viewers around the world.
s676,TV Show,Bridgerton,Steven Spielberg,"Meryl Streep, Cate Blanchett",United States,"December 26, 2020",2020,TV-PG,4 Seasons,Dramas,A visually stunning piece that captivates with its unique perspective.
s677,TV Show,The Witcher,Denis Villeneuve,"Ryan Gosling, Meryl Streep, Angelina Jolie, Tom Hanks",United States,"June 22, 2021",2002,G,1 Season,Documentaries,An award-winning production that redefines storytelling in modern cinema.
s678,TV Show,You,Steven Spielberg,"Tom Hanks, Scarlett Johansson",France,"July 18, 2017",2012,PG-13,5 Seasons,"Children & Family Movies, Thrillers, International Movies",A visually stunning piece that captivates with its unique perspective.
s679,Movie,Fight Club,Ava DuVernay,"Brad Pitt, Emma Stone, Morgan Freeman",United States,"June 5, 2020",2010,TV-MA,95 min,"Children & Family Movies, Documentaries",An emotional journey that resonates with viewers around the world.
s680,Movie,Enola Holmes,Christopher Nolan,"Ryan Gosling, Angelina Jolie, Tom Hanks",United States,"January 28, 2021",2006,TV-14,104 min,"Thrillers, Kids TV, Romantic Movies",A visually stunning piece that captivates with its unique perspective.
s681,Movie,The Irishman,Steven Spielberg,"Scarlett Johansson, Cate Blanchett, Viola Davis, Denzel Washington, Angelina Jolie",South Korea,"October 6, 2020",2018,PG,159 min,Stand-Up Comedy,A gripping tale that explores complex characters through unexpected twists.
s682,Movie,Malcolm and Marie,Denis Villeneuve,"Tom Hanks, Meryl Streep",France,"November 12, 2020",2012,R,152 min,"Comedies, Drama TV Shows, Thrillers",A gripping tale that explores complex characters through unexpected twists.
s683,TV Show,Sex Education: Season 4,Bong Joon-ho,"Angelina Jolie, Morgan Freeman, Emma Stone",Japan,"December 9, 2017",2008,TV-MA,4 Seasons,"Kids TV, Horror Movies, Stand-Up Comedy",A thought-provoking narrative exploring themes of identity and redemption.
s684,TV Show,The Queens Gambit: Season 4,Christopher Nolan,"Brad Pitt, Tom Hanks, Viola Davis, Meryl Streep, Denzel Washington",Nigeria,"June 28, 2017",2001,PG-13,4 Seasons,"Reality TV, Comedies, Kids TV",An emotional journey that resonates with viewers around the world.
s685,Movie,Enola Holmes,Christopher Nolan,"Viola Davis, Denzel Washington, Tom Hanks, Ryan Gosling",United States,"May 26, 2021",2020,TV-14,169 min,Action & Adventure,An emotional journey that resonates with viewers around the world.
s686,Movie,Inception,Alfonso Cuaron,"Viola Davis, Denzel Washington",India,"August 6, 2021",2017,TV-14,142 min,"International Movies, Dramas, Kids TV",An award-winning production that redefines storytelling in modern cinema.
s687,TV Show,Outer Banks,Sofia Coppola,"Morgan Freeman, Ryan Gosling, Leonardo DiCaprio, Tom Hanks, Viola Davis",India,"April 17, 2020",2017,PG-13,6 Seasons,"Children & Family Movies, Stand-Up Comedy, Documentaries",A visually stunning piece that captivates with its unique perspective.
s688,TV Show,Ozark: Season 3,Steven Spielberg,"Meryl Streep, Denzel Washington",Germany,"April 9, 2020",2018,PG-13,3 Seasons,Drama TV Shows,An emotional journey that resonates with viewers around the world.
s689,TV Show,The Umbrella Academy: Season 3,Guillermo del Toro,"Ryan Gosling, Scarlett Johansson",United States,"June 1, 2021",2004,TV-14,3 Seasons,"International Movies, Kids TV, Anime Series",A gripping tale that explores complex characters through unexpected twists.
s690,Movie,Pulp Fiction,Guillermo del Toro,"Angelina Jolie, Scarlett Johansson, Meryl Streep",Spain,"August 12, 2021",2017,TV-14,131 min,"International Movies, Horror Movies, Crime TV Shows",A visually stunning piece that captivates with its unique perspective.
s691,Movie,Extraction,Ava DuVernay,"Ryan Gosling, Angelina Jolie, Tom Hanks",South Korea,"December 28, 2017",2014,R,126 min,Horror Movies,An emotional journey that resonates with viewers around the world.
s692,Movie,Oxygen,Bong Joon-ho,"Brad Pitt, Angelina Jolie, Leonardo DiCaprio, Meryl Streep",Japan,"July 10, 2020",2007,TV-PG,122 min,"Thrillers, Comedies",An award-winning production that redefines storytelling in modern cinema.
s693,Movie,Goodfellas,Quentin Tarantino,"Denzel Washington, Emma Stone, Morgan Freeman, Cate Blanchett, Ryan Gosling",United Kingdom,"December 18, 2019",2019,TV-MA,92 min,"Reality TV, Anime Series, Stand-Up Comedy",An award-winning production that redefines storytelling in modern cinema.
s694,Movie,Bird Box: Part 3,David Fincher,"Denzel Washington, Meryl Streep, Ryan Gosling, Cate Blanchett, Scarlett Johansson",India,"January 27, 2019",2017,TV-14,150 min,Comedies,An emotional journey that resonates with viewers around the world.
s695,TV Show,Ozark: Season 3,Sofia Coppola,"Morgan Freeman, Scarlett Johansson",India,"June 28, 2019",2013,R,3 Seasons,Documentaries,An emotional journey that resonates with viewers around the world.
s696,Movie,Silence of Lambs: Part 3,Steven Spielberg,"Ryan Gosling, Tom Hanks, Emma Stone, Leonardo DiCaprio",Mexico,"May 9, 2020",2009,TV-MA,103 min,"Children & Family Movies, Thrillers",An emotional journey that resonates with viewers around the world.
s697,Movie,Interstellar: Part 3,Martin Scorsese,"Scarlett Johansson, Meryl Streep, Ryan Gosling",France,"March 22, 2019",2016,R,118 min,"International Movies, Children & Family Movies, Documentaries",A visually stunning piece that captivates with its unique perspective.
s698,Movie,Army of the Dead,Alfonso Cuaron,"Tom Hanks, Morgan Freeman, Cate Blanchett, Viola Davis, Brad Pitt",United States,"May 20, 2021",2015,TV-14,162 min,"Crime TV Shows, Horror Movies",A thought-provoking narrative exploring themes of identity and redemption.
s699,Movie,Gladiator,Denis Villeneuve,"Denzel Washington, Brad Pitt, Meryl Streep, Emma Stone, Tom Hanks",Canada,"October 4, 2021",2011,R,104 min,"Dramas, Kids TV, Drama TV Shows",An award-winning production that redefines storytelling in modern cinema.
s700,TV Show,Mindhunter: Season 1,,"Morgan Freeman, Ryan Gosling, Cate Blanchett, Angelina Jolie",France,"March 25, 2019",2013,TV-MA,1 Season,"Stand-Up Comedy, Comedies",A thought-provoking narrative exploring themes of identity and redemption.
s701,TV Show,Ozark: Season 4,,"Brad Pitt, Leonardo DiCaprio, Denzel Washington, Scarlett Johansson",Mexico,"February 22, 2015",2003,TV-14,4 Seasons,"Thrillers, Anime Series",An award-winning production that redefines storytelling in modern cinema.
s702,Movie,Gladiator,Spike Lee,"Denzel Washington, Brad Pitt, Scarlett Johansson",Germany,"October 22, 2021",2021,TV-MA,128 min,"Kids TV, Thrillers",An award-winning production that redefines storytelling in modern cinema.
s703,Movie,The Dark Knight: Part 3,Martin Scorsese,"Cate Blanchett, Leonardo DiCaprio, Viola Davis, Emma Stone",France,"October 19, 2020",2018,R,176 min,"Stand-Up Comedy, Comedies",An award-winning production that redefines storytelling in modern cinema.
s704,Movie,Marriage Story,Steven Spielberg,"Ryan Gosling, Cate Blanchett, Emma Stone",Canada,"January 28, 2020",2015,TV-MA,163 min,"Drama TV Shows, Reality TV, Action & Adventure",An emotional journey that resonates with viewers around the world.
s705,TV Show,Narcos: Season 4,Spike Lee,"Cate Blanchett, Leonardo DiCaprio, Viola Davis",United States,"March 8, 2021",2015,TV-MA,4 Seasons,"Dramas, Thrillers, Drama TV Shows",An emotional journey that resonates with viewers around the world.
s706,Movie,Army of the Dead,Spike Lee,"Tom Hanks, Viola Davis, Morgan Freeman, Angelina Jolie",United States,"December 5, 2018",2011,TV-14,112 min,"Horror Movies, Romantic Movies, Stand-Up Comedy",An award-winning production that redefines storytelling in modern cinema.
s707,TV Show,Orange Is the New Black: Season 5,Sofia Coppola,"Tom Hanks, Cate Blanchett",United States,"August 10, 2018",2007,TV-MA,5 Seasons,"Drama TV Shows, Dramas, Romantic Movies",A visually stunning piece that captivates with its unique perspective.
s708,Movie,The Godfather: Part 3,Alfonso Cuaron,"Morgan Freeman, Leonardo DiCaprio, Tom Hanks, Meryl Streep, Viola Davis",United States,"May 22, 2021",2021,TV-14,119 min,"Stand-Up Comedy, Horror Movies",A thought-provoking narrative exploring themes of identity and redemption.
s709,Movie,Black Panther,Christopher Nolan,"Denzel Washington, Morgan Freeman, Cate Blanchett",United States,"January 27, 2016",2007,PG-13,89 min,"Reality TV, Romantic Movies, Kids TV",A visually stunning piece that captivates with its unique perspective.
s710,Movie,Thunder Force,Christopher Nolan,"Morgan Freeman, Emma Stone, Brad Pitt",Spain,"December 16, 2019",2019,PG-13,94 min,"International Movies, Dramas, Kids TV",A gripping tale that explores complex characters through unexpected twists.
s711,TV Show,Ozark: Season 3,Spike Lee,"Viola Davis, Morgan Freeman, Cate Blanchett",United Kingdom,"March 8, 2019",2012,R,3 Seasons,"Romantic Movies, Children & Family Movies",A gripping tale that explores complex characters through unexpected twists.
s712,Movie,Roma,Christopher Nolan,"Meryl Streep, Morgan Freeman",Japan,"November 13, 2016",2010,TV-14,133 min,"Comedies, Thrillers, International Movies",A thought-provoking narrative exploring themes of identity and redemption.
s713,Movie,Parasite: Part 3,Steven Spielberg,"Emma Stone, Leonardo DiCaprio",Germany,"June 27, 2021",2020,R,158 min,Stand-Up Comedy,A thought-provoking narrative exploring themes of identity and redemption.
s714,Movie,The Matrix,Bong Joon-ho,"Angelina Jolie, Ryan Gosling",South Korea,"June 8, 2021",2021,TV-14,118 min,Kids TV,An award-winning production that redefines storytelling in modern cinema.
s715,Movie,Pulp Fiction,Ava DuVernay,"Viola Davis, Tom Hanks",India,"July 15, 2021",2021,PG,134 min,Stand-Up Comedy,A gripping tale that explores complex characters through unexpected twists.
s716,TV Show,You: Season 4,Quentin Tarantino,"Viola Davis, Ryan Gosling",Nigeria,"August 7, 2020",2017,PG-13,4 Seasons,Kids TV,A visually stunning piece that captivates with its unique perspective.
s717,TV Show,House of Cards: Season 4,Ava DuVernay,"Cate Blanchett, Morgan Freeman, Denzel Washington",United States,"June 15, 2020",2020,G,4 Seasons,Horror Movies,An emotional journey that resonates with viewers around the world.
s718,Movie,Parasite,Spike Lee,"Tom Hanks, Cate Blanchett",United Kingdom,"November 24, 2019",2019,PG,165 min,"Romantic Movies, Anime Series",A gripping tale that explores complex characters through unexpected twists.
s719,Movie,The Dark Knight,Martin Scorsese,"Cate Blanchett, Tom Hanks, Scarlett Johansson",India,"August 16, 2020",2019,TV-Y7,168 min,"International Movies, Crime TV Shows, Horror Movies",A gripping tale that explores complex characters through unexpected twists.
s720,Movie,Gladiator,Guillermo del Toro,"Emma Stone, Brad Pitt, Ryan Gosling",Canada,"November 4, 2015",2009,NC-17,166 min,"Action & Adventure, Horror Movies, Romantic Movies",A visually stunning piece that captivates with its unique perspective.
s721,TV Show,Peaky Blinders,Alfonso Cuaron,"Morgan Freeman, Angelina Jolie, Brad Pitt",India,"July 26, 2016",2014,TV-PG,1 Season,Anime Series,A thought-provoking narrative exploring themes of identity and redemption.
s722,Movie,Bird Box: Part 3,Guillermo del Toro,"Viola Davis, Leonardo DiCaprio",India,"January 22, 2021",2019,TV-14,164 min,"Horror Movies, Kids TV",An award-winning production that redefines storytelling in modern cinema.
s723,Movie,Oxygen,,"Ryan Gosling, Angelina Jolie, Cate Blanchett, Emma Stone",United Kingdom,"May 13, 2018",2006,PG,161 min,"Horror Movies, Crime TV Shows, Kids TV",An award-winning production that redefines storytelling in modern cinema.
s724,TV Show,Narcos,Bong Joon-ho,"Morgan Freeman, Ryan Gosling",United States,"April 3, 2018",2017,TV-MA,1 Season,Action & Adventure,A gripping tale that explores complex characters through unexpected twists.
s725,Movie,Inception,Alfonso Cuaron,"Ryan Gosling, Viola Davis",United States,"May 27, 2017",2017,TV-MA,90 min,Comedies,A visually stunning piece that captivates with its unique perspective.
s726,Movie,Oxygen,Guillermo del Toro,"Ryan Gosling, Morgan Freeman, Denzel Washington, Viola Davis",United States,"October 23, 2021",2021,TV-14,85 min,"Stand-Up Comedy, Children & Family Movies, Anime Series",An award-winning production that redefines storytelling in modern cinema.
s727,TV Show,The Crown: Season 3,Bong Joon-ho,"Scarlett Johansson, Brad Pitt, Meryl Streep, Ryan Gosling, Viola Davis",United States,"May 18, 2021",2021,R,3 Seasons,Romantic Movies,An award-winning production that redefines storytelling in modern cinema.
s728,TV Show,Better Call Saul,Quentin Tarantino,"Angelina Jolie, Emma Stone, Scarlett Johansson, Viola Davis, Ryan Gosling",India,"September 14, 2019",2013,TV-MA,5 Seasons,"Comedies, Documentaries",A visually stunning piece that captivates with its unique perspective.
s729,Movie,Enola Holmes: Part 3,Alfonso Cuaron,"Tom Hanks, Brad Pitt",India,"December 15, 2017",2015,R,85 min,Comedies,A gripping tale that explores complex characters through unexpected twists.
s730,Movie,The Irishman: Part 3,Bong Joon-ho,"Brad Pitt, Viola Davis",Japan,"March 26, 2021",2009,TV-MA,172 min,Kids TV,A gripping tale that explores complex characters through unexpected twists.
s731,TV Show,Dark,Ava DuVernay,"Denzel Washington, Leonardo DiCaprio",Canada,"December 16, 2015",2011,NC-17,6 Seasons,International Movies,An award-winning production that redefines storytelling in modern cinema.
s732,TV Show,Orange Is the New Black: Season 4,Ava DuVernay,"Viola Davis, Morgan Freeman, Brad Pitt, Angelina Jolie, Ryan Gosling",Japan,"December 11, 2020",2017,TV-PG,4 Seasons,"Dramas, Action & Adventure",A gripping tale that explores complex characters through unexpected twists.
